Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
SANTANDER,68,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2010,16,145971800.0,562416,515686,46730,Pendiente,Departamental
SANTANDER,68,Bolsa Desastres Naturales,Asignados,2010,1,11330000.0,562416,515686,46730,Ejecutado,Departamental
SANTANDER,68,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,75,1084330000.0,536168,488593,47575,Ejecutado,Nacional
SANTANDER,68,Bolsa Saludable,Apto con subsidio vencido,2009,45,165880525.0,549028,501802,47226,Pendiente,Departamental
SANTANDER,68,Bolsa Esfuerzo Territorial,Asignados,2008,94,929262750.0,536168,488593,47575,Ejecutado,Departamental
SANTANDER,68,Bolsa Concejales,Renuncia con restitucion de subsidio,2011,1,11247600.0,576268,530166,46102,No ejecutado,Departamental
SANTANDER,68,Bolsa Ordinaria,Asignados,2008,97,847057100.0,536168,488593,47575,Ejecutado,Departamental
SANTANDER,68,Semillero de Propietarios Arriendo,Asignados,2021,401,5300027592.0,763251,721881,41370,Ejecutado,Departamental
SANTANDER,68,Programa Vivienda Gratuita Fase I,Asignados,2012,69,1179495000.0,590527,545161,45366,Ejecutado,Departamental
SANTANDER,68,Bolsa unica Nacional,Restitucion de subsidios no aplicados,2005,1,8011500.0,500107,452459,47648,Pendiente,Departamental
SANTANDER,68,Bolsa Desplazados,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2008,1,14907000.0,536168,488593,47575,Pendiente,Nacional
SANTANDER,68,Programa Vivienda Gratuita Fase I,Asignados,2014,1419,55934839623.0,620688,576943,43745,Ejecutado,Departamental
SANTANDER,68,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2006,107,916776000.0,511775,463978,47797,No ejecutado,Departamental
SANTANDER,68,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2007,1,7453500.0,523785,476010,47775,Pendiente,Nacional
SANTANDER,68,Bolsa Desastres Naturales,Asignados,2018,1,54686940.0,698582,656966,41616,Ejecutado,Departamental
SANTANDER,68,Bolsa Desastres Naturales,Renuncias al subsidio,2005,44,190102704.86,500107,452459,47648,No ejecutado,Departamental
SANTANDER,68,Bolsa Recicladores,Restitución SFV por Vencimiento Vigencia,2009,5,54659000.0,549028,501802,47226,Pendiente,Departamental
SANTANDER,68,Programa Vivienda Gratuita Fase I,Asignados,2015,1918,75188529184.3,636962,593998,42964,Ejecutado,Departamental
SANTANDER,68,Bolsa Desastres Naturales,Apto con subsidio vencido,2005,27,109361988.54,500107,452459,47648,Pendiente,Departamental
SANTANDER,68,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2005,94,384702793.88,500107,452459,47648,No ejecutado,Departamental
SANTANDER,68,Ahorro Programado Contractual,Apto con subsidio vencido,2009,94,667721640.0,549028,501802,47226,Pendiente,Departamental
SANTANDER,68,Semillero de Propietarios Ahorro,Renuncias al subsidio,2023,2,13920000.0,796871,755672,41199,No ejecutado,Departamental
SANTANDER,68,Bolsa Desplazados,Asignados,2017,3,66394530.0,674663,632857,41806,Ejecutado,Nacional
SANTANDER,68,MI CASA YA,Renuncias al subsidio,2018,38,781242000.0,698582,656966,41616,No ejecutado,Departamental
SANTANDER,68,Bolsa Desastres Naturales,Perdida de ejecutoriedad de asignación de SFV,2010,1,11330000.0,562416,515686,46730,Pendiente,Departamental
SANTANDER,68,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,89,1355737500.0,562416,515686,46730,Ejecutado,Nacional
SANTANDER,68,Ahorro Programado Contractual,Asignados,2009,8,56845360.0,549028,501802,47226,Ejecutado,Departamental
SANTANDER,68,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2023,4,27840000.0,796871,755672,41199,Pendiente,Departamental
SANTANDER,68,Bolsa unica Nacional,Apto con subsidio vencido,2005,3,24034500.0,500107,452459,47648,Pendiente,Departamental
SANTANDER,68,Bolsa Saludable,Renuncia con restitucion de subsidio,2009,7,24205300.0,549028,501802,47226,No ejecutado,Departamental
SANTANDER,68,Bolsa Única Mejoramiento,Asignados,2009,7,32031753.43,549028,501802,47226,Ejecutado,Departamental
SANTANDER,68,Bolsa unica Nacional,Renuncia al Subsidio - Pendiente de Restitución,2006,1,8568000.0,511775,463978,47797,No ejecutado,Departamental
SANTANDER,68,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,17,139800100.0,523785,476010,47775,Pendiente,Departamental
SANTANDER,68,Programa Vivienda Gratuita Fase II,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2019,2,110967544.0,722541,680954,41587,Pendiente,Departamental
SANTANDER,68,Bolsa Desastres Naturales,Restitución SFV por Indemnización,2005,133,554633894.4,500107,452459,47648,Pendiente,Departamental
SANTANDER,68,Bolsa Concejales,Renuncia con restitucion de subsidio,2008,1,10153000.0,536168,488593,47575,No ejecutado,Departamental
SANTANDER,68,Bolsa Desastres Naturales,Apto con subsidio vencido,2010,1,11330000.0,562416,515686,46730,Pendiente,Departamental
