Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
CÓRDOBA,23,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2011,71,1140828000.0,417054,388900,28154,Ejecutado,Nacional
CÓRDOBA,23,Bolsa Desastres Naturales,Apto con subsidio vencido,2008,28,174297300.0,383071,363137,19934,Pendiente,Departamental
CÓRDOBA,23,Bolsa Desplazados,Asignados,2015,2,38661000.0,476212,429340,46872,Ejecutado,Nacional
CÓRDOBA,23,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2007,5,43767506.0,373205,354978,18227,Pendiente,Departamental
CÓRDOBA,23,MI CASA YA,Asignados,2019,342,7101954100.0,553298,487172,66126,Ejecutado,Departamental
CÓRDOBA,23,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2005,1,14907000.0,355126,339290,15836,Ejecutado,Nacional
CÓRDOBA,23,Programa Vivienda Gratuita Fase II,Asignados,2021,406,23081030957.8,583783,512346,71437,Ejecutado,Departamental
CÓRDOBA,23,Concurso de Esfuerzo Territorial Nacional,Asignados,2011,149,1736147400.0,417054,388900,28154,Ejecutado,Departamental
CÓRDOBA,23,Programa Vivienda Gratuita Fase II,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2018,2,108905134.8,537324,474274,63050,Pendiente,Departamental
CÓRDOBA,23,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2008,18,163230072.0,383071,363137,19934,Pendiente,Departamental
CÓRDOBA,23,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2008,1,14907000.0,383071,363137,19934,Pendiente,Nacional
CÓRDOBA,23,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2014,20,852844988.0,459545,417932,41613,Pendiente,Departamental
CÓRDOBA,23,Bolsa Esfuerzo Territorial,Asignados,2004,234,1746779661.0,346897,331898,14999,Ejecutado,Departamental
CÓRDOBA,23,Bolsa Desplazados,Restitucion de subsidios no aplicados,2011,4,64272000.0,417054,388900,28154,Pendiente,Nacional
CÓRDOBA,23,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2003,1,6750000.0,339034,324710,14324,Pendiente,Departamental
