Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
MAGDALENA,47,VIPA,Renuncias al subsidio,2017,1,20683650.0,347769,323028,24741,No ejecutado,Departamental
MAGDALENA,47,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2003,100,711936000.0,238558,222833,15725,Pendiente,Departamental
MAGDALENA,47,Bolsa Desplazados,Renuncia al Subsidio - Pendiente de Restitución,2008,2,29814000.0,270389,252405,17984,No ejecutado,Nacional
MAGDALENA,47,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,74,592687309.0,250730,234183,16547,Pendiente,Departamental
MAGDALENA,47,Programa Vivienda Gratuita Fase I,Asignados,2005,1,14907000.0,250730,234183,16547,Ejecutado,Departamental
MAGDALENA,47,Bolsa Atentados terroristas,Asignados,2005,1,8011500.0,250730,234183,16547,Ejecutado,Departamental
MAGDALENA,47,MI CASA YA,Asignados,2015,34,386610000.0,325340,302590,22750,Ejecutado,Departamental
MAGDALENA,47,Bolsa Ordinaria,Asignados,2008,32,286451100.0,270389,252405,17984,Ejecutado,Departamental
MAGDALENA,47,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2014,9,388080000.0,316179,294265,21914,Pendiente,Departamental
MAGDALENA,47,Programa Vivienda Gratuita Fase I,Asignados,2011,118,1896024000.0,291867,272126,19741,Ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Restitucion de subsidios no aplicados,2007,2,25749500.0,263699,246223,17476,Pendiente,Nacional
MAGDALENA,47,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2003,80,568560000.0,238558,222833,15725,Pendiente,Departamental
MAGDALENA,47,Ahorro Programado Contractual,Apto con subsidio vencido,2012,3,31559780.0,299547,279135,20412,Pendiente,Departamental
MAGDALENA,47,Bolsa Desplazados,Asignados,2021,1,13627890.0,407719,378696,29023,Ejecutado,Nacional
MAGDALENA,47,Fenómeno de la Niña,Apto con subsidio vencido,2013,243,1166400000.0,307658,286519,21139,Pendiente,Departamental
MAGDALENA,47,Programa Vivienda Gratuita Fase II,Asignados,2022,165,10064651028.0,418169,388462,29707,Ejecutado,Departamental
MAGDALENA,47,VIPA,Renuncias al subsidio,2016,45,885949675.0,335780,312091,23689,No ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Restitución SFV por Indemnización,2009,4,59628000.0,277328,258799,18529,Pendiente,Nacional
MAGDALENA,47,Programa Vivienda Gratuita Fase I,Asignados,2013,2025,79909150039.0,307658,286519,21139,Ejecutado,Departamental
MAGDALENA,47,Bolsa Esfuerzo Territorial,Asignados,2004,383,2855294000.0,244560,228435,16125,Ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Renuncia al Subsidio - Pendiente de Restitución,2011,1,14213000.0,291867,272126,19741,No ejecutado,Nacional
MAGDALENA,47,Bolsa Atentados terroristas,Asignados,2007,6,37022050.0,263699,246223,17476,Ejecutado,Departamental
MAGDALENA,47,MI CASA YA,Asignados,2019,1362,30876226980.0,380197,353009,27188,Ejecutado,Departamental
MAGDALENA,47,Bolsa Concejales,Apto con subsidio vencido,2008,3,30228250.0,270389,252405,17984,Pendiente,Departamental
MAGDALENA,47,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2004,3,32357000.0,244560,228435,16125,Ejecutado,Nacional
MAGDALENA,47,Semillero de Propietarios Ahorro,Asignados,2020,1,5266818.0,395659,367434,28225,Ejecutado,Departamental
MAGDALENA,47,Ahorro Programado Contractual,Asignados,2010,2,14729000.0,284474,265361,19113,Ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2006,14,194064144.0,257142,240144,16998,Ejecutado,Nacional
MAGDALENA,47,Bolsa Esfuerzo Territorial,Subsidio Revocado,2005,1,8008577.31,250730,234183,16547,Pendiente,Departamental
MAGDALENA,47,Sin clasificación,Asignados,2004,33,251988000.0,244560,228435,16125,Ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Apto con subsidio vencido,2009,1,14907000.0,277328,258799,18529,Pendiente,Nacional
MAGDALENA,47,MI CASA YA,Asignados,2022,870,22413144480.0,418169,388462,29707,Ejecutado,Departamental
MAGDALENA,47,MI CASA YA,Asignados,2020,244,5179037700.0,395659,367434,28225,Ejecutado,Departamental
MAGDALENA,47,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2004,11,82698000.0,244560,228435,16125,Pendiente,Departamental
MAGDALENA,47,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,39,581373000.0,277328,258799,18529,Ejecutado,Nacional
MAGDALENA,47,Programa Vivienda Gratuita Fase I,Asignados,2017,172,8192477050.0,347769,323028,24741,Ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Asignados,2011,2123,34085584000.0,291867,272126,19741,Ejecutado,Nacional
MAGDALENA,47,Bolsa Recicladores,Restitución SFV por Vencimiento Vigencia,2009,2,21863600.0,277328,258799,18529,Pendiente,Departamental
MAGDALENA,47,Bolsa Ordinaria,Apto con subsidio vencido,2005,16,128134500.0,250730,234183,16547,Pendiente,Departamental
MAGDALENA,47,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2007,3,36592000.0,263699,246223,17476,Pendiente,Nacional
MAGDALENA,47,Programa Vivienda Gratuita Fase I,Asignados,2016,212,10139229650.0,335780,312091,23689,Ejecutado,Departamental
MAGDALENA,47,Bolsa Ordinaria,Renuncias al subsidio,2003,1,7107000.0,238558,222833,15725,No ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Apto con subsidio vencido,2008,1,11537500.0,270389,252405,17984,Pendiente,Nacional
MAGDALENA,47,MI CASA YA,Asignados,2023,866,27329600000.0,428550,398163,30387,Ejecutado,Departamental
MAGDALENA,47,Bolsa Ordinaria,Restitución SFV por Indemnización,2004,10,75180000.0,244560,228435,16125,Pendiente,Departamental
MAGDALENA,47,Programa Vivienda Gratuita Fase II,Asignados,2021,517,30414793272.0,407719,378696,29023,Ejecutado,Departamental
MAGDALENA,47,Programa Vivienda Gratuita Fase II,Asignados,2023,200,15228627000.0,428550,398163,30387,Ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Subsidio Revocado,2010,5,77250000.0,284474,265361,19113,Pendiente,Nacional
MAGDALENA,47,Casa Digna Vida Digna,Asignados,2024,224,3488467414.0,438096,407107,30989,Ejecutado,Departamental
MAGDALENA,47,Bolsa Concejales,Asignados,2009,20,213170100.0,277328,258799,18529,Ejecutado,Departamental
MAGDALENA,47,Bolsa Concejales,Asignados,2010,14,153985000.0,284474,265361,19113,Ejecutado,Departamental
MAGDALENA,47,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0,257142,240144,16998,Ejecutado,Departamental
MAGDALENA,47,Programa Vivienda Gratuita Fase I,Asignados,2020,3,127505000.0,395659,367434,28225,Ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,4,53416750.0,270389,252405,17984,No ejecutado,Nacional
MAGDALENA,47,Bolsa Desplazados,Subsidio Revocado,2011,14,224952000.0,291867,272126,19741,Pendiente,Nacional
MAGDALENA,47,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2022,1,6000000.0,418169,388462,29707,Pendiente,Departamental
MAGDALENA,47,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2021,1,60871242.0,407719,378696,29023,Pendiente,Departamental
MAGDALENA,47,Bolsa Desplazados,Restitución SFV por Indemnización,2007,5,74535000.0,263699,246223,17476,Pendiente,Nacional
MAGDALENA,47,Sin clasificación,Restitución SFV por Indemnización,2004,5,38180000.0,244560,228435,16125,Pendiente,Departamental
MAGDALENA,47,Bolsa Desastres Naturales,Apto con subsidio vencido,2006,2,17060000.0,257142,240144,16998,Pendiente,Departamental
MAGDALENA,47,Casa Digna Vida Digna,Asignados,2021,265,2630207786.0,407719,378696,29023,Ejecutado,Departamental
MAGDALENA,47,Bolsa Desplazados,Restitucion de subsidios no aplicados,2008,1,14907000.0,270389,252405,17984,Pendiente,Nacional
MAGDALENA,47,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,22,188260000.0,257142,240144,16998,Pendiente,Departamental
