Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
CESAR,20,Programa Vivienda Gratuita Fase I,Asignados,2011,458,7238634000.0,259275,246707,12568,Ejecutado,Departamental
CESAR,20,MI CASA YA,Apto con subsidio vencido,2023,8,255200000.0,420487,393698,26789,Pendiente,Departamental
CESAR,20,Bolsa Desastres Naturales,Apto con subsidio vencido,2008,1,9107700.0,235743,225421,10322,Pendiente,Departamental
CESAR,20,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2007,84,756000000.0,228771,219025,9746,Pendiente,Departamental
CESAR,20,VIPA,Perdida de ejecutoriedad de asignación de SFV,2016,6,124101900.0,310857,292455,18402,Pendiente,Departamental
CESAR,20,Bolsa Desastres Naturales,Restitución SFV por Indemnización,2007,15,136615500.0,228771,219025,9746,Pendiente,Departamental
CESAR,20,MI CASA YA,Asignados,2022,1070,28065702280.0,407987,381996,25991,Ejecutado,Departamental
CESAR,20,VIPA,Perdida de ejecutoriedad de asignación de SFV,2017,2,41367300.0,325214,305221,19993,Pendiente,Departamental
CESAR,20,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2016,1,9107700.0,310857,292455,18402,No ejecutado,Departamental
CESAR,20,Bolsa unica Nacional,Asignados,2004,314,1647168000.0,209909,201484,8425,Ejecutado,Departamental
CESAR,20,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0,222187,212942,9245,Ejecutado,Departamental
CESAR,20,Semillero de Propietarios Arriendo,Renuncias al subsidio,2020,1,12020844.0,381066,356790,24276,No ejecutado,Departamental
CESAR,20,Bolsa Atentados terroristas,Apto con subsidio vencido,2003,6,42519377.0,204030,195950,8080,Pendiente,Departamental
CESAR,20,Bolsa Saludable,Apto con subsidio vencido,2008,2,7380802.0,235743,225421,10322,Pendiente,Departamental
CESAR,20,MI CASA YA,Apto con subsidio vencido,2020,12,254562870.0,381066,356790,24276,Pendiente,Departamental
CESAR,20,MI CASA YA,Renuncia con restitucion de subsidio,2017,1,14754340.0,325214,305221,19993,No ejecutado,Departamental
CESAR,20,MI CASA YA,Asignados,2015,68,762910400.0,298416,281436,16980,Ejecutado,Departamental
CESAR,20,Bolsa Desplazados,Renuncia con restitucion de subsidio,2011,10,140595000.0,259275,246707,12568,No ejecutado,Nacional
CESAR,20,Programa Vivienda Gratuita Fase I,Asignados,2010,2,24462500.0,251012,239284,11728,Ejecutado,Departamental
CESAR,20,MI CASA YA,Asignados,2023,1451,48801200000.0,420487,393698,26789,Ejecutado,Departamental
CESAR,20,Semillero de Propietarios Ahorro,Asignados,2020,1,5266818.0,381066,356790,24276,Ejecutado,Departamental
CESAR,20,Bolsa Esfuerzo Territorial,Asignados,2003,414,2940338060.0,204030,195950,8080,Ejecutado,Departamental
CESAR,20,Bolsa Desastres Naturales,Apto con subsidio vencido,2011,55,393937500.0,259275,246707,12568,Pendiente,Departamental
CESAR,20,MI CASA YA,Renuncia con restitucion de subsidio,2020,1,17556060.0,381066,356790,24276,No ejecutado,Departamental
CESAR,20,Ahorro Programado Contractual,Apto con subsidio vencido,2009,2,14211340.0,243163,232182,10981,Pendiente,Departamental
CESAR,20,Bolsa Desplazados,Subsidio Revocado,2007,6,67533750.0,228771,219025,9746,Pendiente,Nacional
CESAR,20,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2014,7,263210640.0,287538,271827,15711,No ejecutado,Departamental
CESAR,20,VIPA,Renuncias al subsidio,2020,4,99373920.0,381066,356790,24276,No ejecutado,Departamental
CESAR,20,Bolsa Desplazados,Subsidio Revocado,2010,4,55362500.0,251012,239284,11728,Pendiente,Nacional
CESAR,20,Bolsa Desastres Naturales,Restitucion de subsidios no aplicados,2007,6,54646200.0,228771,219025,9746,Pendiente,Departamental
CESAR,20,Bolsa unica Nacional,Restitución SFV Cobro Directo Fiduciaria,2007,4,34272000.0,228771,219025,9746,Pendiente,Departamental
CESAR,20,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2010,1,7364500.0,251012,239284,11728,No ejecutado,Departamental
CESAR,20,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2009,30,304512916.0,243163,232182,10981,Pendiente,Departamental
CESAR,20,Bolsa Desplazados,Restitucion de subsidios no aplicados,2007,1,9113425.0,228771,219025,9746,Pendiente,Nacional
CESAR,20,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2009,2,14211340.0,243163,232182,10981,No ejecutado,Departamental
CESAR,20,MI CASA YA,Renuncias al subsidio,2018,18,374996160.0,343460,321581,21879,No ejecutado,Departamental
CESAR,20,Bolsa Atentados terroristas,Asignados,2003,12,82744993.0,204030,195950,8080,Ejecutado,Departamental
CESAR,20,MI CASA YA,Asignados,2019,592,12113462120.0,363059,339931,23128,Ejecutado,Departamental
CESAR,20,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,10,129194000.0,235743,225421,10322,No ejecutado,Nacional
CESAR,20,Bolsa Ordinaria,Restitución SFV por Indemnización,2005,16,128160000.0,215960,207151,8809,Pendiente,Departamental
CESAR,20,Bolsa unica Nacional,Apto con subsidio vencido,2004,3,22554000.0,209909,201484,8425,Pendiente,Departamental
CESAR,20,VIPA,Asignados,2017,57,1161731675.0,325214,305221,19993,Ejecutado,Departamental
CESAR,20,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2013,2,61728000.0,277472,262916,14556,No ejecutado,Departamental
CESAR,20,VIPA,Asignados,2015,2720,55876037516.0,298416,281436,16980,Ejecutado,Departamental
CESAR,20,Bolsa Ordinaria,Apto con subsidio vencido,2003,11,78177000.0,204030,195950,8080,Pendiente,Departamental
CESAR,20,Bolsa Ordinaria,Apto con subsidio vencido,2005,19,152164000.0,215960,207151,8809,Pendiente,Departamental
CESAR,20,Bolsa Desplazados,Asignado posteriormente beneficiario de Vivienda Gratuita,2004,69,308775000.0,209909,201484,8425,Ejecutado,Nacional
CESAR,20,VIPA,Renuncias al subsidio,2016,185,3719609325.0,310857,292455,18402,No ejecutado,Departamental
CESAR,20,Bolsa Concejales,Apto con subsidio vencido,2011,3,34546200.0,259275,246707,12568,Pendiente,Departamental
CESAR,20,Programa Vivienda Gratuita Fase II,Asignados,2022,546,33024728027.0,407987,381996,25991,Ejecutado,Departamental
CESAR,20,Casa Digna Vida Digna,Asignados,2020,63,620112956.0,381066,356790,24276,Ejecutado,Departamental
CESAR,20,Ahorro Programado Contractual,Asignados,2010,3,31709427.0,251012,239284,11728,Ejecutado,Departamental
CESAR,20,MI CASA YA,Renuncias al subsidio,2015,8,97941200.0,298416,281436,16980,No ejecutado,Departamental
CESAR,20,Bolsa unica Nacional,Asignados,2006,171,1465128000.0,222187,212942,9245,Ejecutado,Departamental
CESAR,20,Bolsa Desastres Naturales,Asignados,2010,145,755957500.0,251012,239284,11728,Ejecutado,Departamental
CESAR,20,Bolsa Ordinaria,Asignados,2008,62,564546500.0,235743,225421,10322,Ejecutado,Departamental
CESAR,20,Bolsa Desplazados,Renuncia con restitucion de subsidio,2010,10,145487500.0,251012,239284,11728,No ejecutado,Nacional
CESAR,20,Bolsa Desplazados,Asignados,2009,496,6718088000.0,243163,232182,10981,Ejecutado,Nacional
CESAR,20,Semillero de Propietarios Ahorro,Asignados,2021,1,5451156.0,395417,370226,25191,Ejecutado,Departamental
CESAR,20,Bolsa Desplazados,Restitución SFV por Indemnización,2007,9,134163000.0,228771,219025,9746,Pendiente,Nacional
CESAR,20,Bolsa Desplazados,Asignados,2004,863,4004330000.0,209909,201484,8425,Ejecutado,Nacional
CESAR,20,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2013,1,38317500.0,277472,262916,14556,Pendiente,Departamental
CESAR,20,Semillero de Propietarios Arriendo,Asignados,2021,7,90704628.0,395417,370226,25191,Ejecutado,Departamental
CESAR,20,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,1,8568000.0,222187,212942,9245,Pendiente,Departamental
