Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
GUAVIARE,95,Bolsa Concejales,Asignados,2010,1,11330000.0,18639,16590,2049,Ejecutado,Departamental
GUAVIARE,95,Bolsa Desplazados,Restitución SFV por Indemnización,2004,149,1120134000.0,17497,14918,2579,Pendiente,Nacional
GUAVIARE,95,Bolsa Desplazados,Asignados,2004,128,1340124960.0,17497,14918,2579,Ejecutado,Nacional
GUAVIARE,95,Bolsa Desplazados,Asignados,2005,106,1165921630.0,17623,14991,2632,Ejecutado,Nacional
GUAVIARE,95,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2005,4,44830000.0,17623,14991,2632,Ejecutado,Nacional
GUAVIARE,95,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2011,4,64272000.0,19013,17163,1850,Pendiente,Nacional
GUAVIARE,95,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,48,360384000.0,17623,14991,2632,Pendiente,Departamental
GUAVIARE,95,Bolsa Ordinaria,Restitución SFV por Indemnización,2004,63,473454000.0,17497,14918,2579,Pendiente,Departamental
GUAVIARE,95,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,6,89442000.0,18077,15708,2369,Ejecutado,Nacional
GUAVIARE,95,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2012,1,11900000.0,19467,17828,1639,No ejecutado,Departamental
GUAVIARE,95,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,1,15450000.0,18639,16590,2049,Ejecutado,Nacional
GUAVIARE,95,Bolsa Concejales,Apto con subsidio vencido,2011,1,11783200.0,19013,17163,1850,Pendiente,Departamental
GUAVIARE,95,Bolsa Desplazados,Asignados,2008,300,3990415750.0,18077,15708,2369,Ejecutado,Nacional
GUAVIARE,95,Bolsa Desplazados,Renuncia con restitucion de subsidio,2005,4,23966000.0,17623,14991,2632,No ejecutado,Nacional
GUAVIARE,95,Programa Vivienda Gratuita Fase I,Asignados,2018,1,54686940.0,24678,23970,708,Ejecutado,Departamental
GUAVIARE,95,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,1,11537500.0,18077,15708,2369,No ejecutado,Nacional
GUAVIARE,95,Bolsa Concejales,Asignados,2008,1,10153000.0,18077,15708,2369,Ejecutado,Departamental
GUAVIARE,95,MI CASA YA,Apto con subsidio vencido,2023,7,185600000.0,29530,29017,513,Pendiente,Departamental
GUAVIARE,95,Bolsa Desplazados,Asignados,2011,456,7327008000.0,19013,17163,1850,Ejecutado,Nacional
GUAVIARE,95,MI CASA YA,Asignados,2019,28,670773960.0,25597,24958,639,Ejecutado,Departamental
GUAVIARE,95,MI CASA YA,Asignados,2017,12,237544874.0,23426,22634,792,Ejecutado,Departamental
GUAVIARE,95,Programa Vivienda Gratuita Fase II,Asignados,2022,79,4854250590.0,28472,27944,528,Ejecutado,Departamental
GUAVIARE,95,Bolsa Desplazados,Apto con subsidio vencido,2006,1,5100000.0,17726,15157,2569,Pendiente,Nacional
GUAVIARE,95,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2004,1,14907000.0,17497,14918,2579,Ejecutado,Nacional
GUAVIARE,95,MI CASA YA,Asignados,2023,72,2180800000.0,29530,29017,513,Ejecutado,Departamental
GUAVIARE,95,Programa Vivienda Gratuita Fase II,Asignados,2023,7,430123470.0,29530,29017,513,Ejecutado,Departamental
GUAVIARE,95,MI CASA YA,Renuncias al subsidio,2021,1,18170520.0,27472,26920,552,No ejecutado,Departamental
GUAVIARE,95,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2008,1,9107700.0,18077,15708,2369,Pendiente,Departamental
GUAVIARE,95,Bolsa Saludable,Restitucion de subsidios no aplicados,2009,6,22152000.0,18311,16090,2221,Pendiente,Departamental
GUAVIARE,95,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,1,14907000.0,18311,16090,2221,Ejecutado,Nacional
