Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
CAUCA,19,MI CASA YA,Renuncias al subsidio,2019,8,190466680.0,524244,443256,80988,No ejecutado,Departamental
CAUCA,19,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,6,89442000.0,341730,311800,29930,Ejecutado,Nacional
CAUCA,19,MI CASA YA,Apto con subsidio vencido,2020,9,193116660.0,539177,454578,84599,Pendiente,Departamental
CAUCA,19,VIPA,Asignados,2016,487,9898350600.66,466487,400598,65889,Ejecutado,Departamental
CAUCA,19,Semillero de Propietarios Arriendo,Renuncias al subsidio,2021,3,40351140.0,554091,466149,87942,No ejecutado,Departamental
CAUCA,19,Bolsa Saludable,Apto con subsidio vencido,2009,2,7384000.0,362370,328270,34100,Pendiente,Departamental
CAUCA,19,Bolsa Desplazados,Asignados,2005,100,948195000.0,324047,295653,28394,Ejecutado,Nacional
CAUCA,19,Bolsa Concejales,Asignados,2011,14,163893600.0,386784,346243,40541,Ejecutado,Departamental
CAUCA,19,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,2,26444500.0,351649,319851,31798,No ejecutado,Nacional
CAUCA,19,MI CASA YA,Renuncias al subsidio,2021,13,279799680.0,554091,466149,87942,No ejecutado,Departamental
CAUCA,19,Ahorro Programado Contractual,Apto con subsidio vencido,2012,19,213212508.0,400399,355646,44753,Pendiente,Departamental
CAUCA,19,Bolsa Concejales,Asignados,2009,2,21863600.0,362370,328270,34100,Ejecutado,Departamental
CAUCA,19,VIPA,Perdida de ejecutoriedad de asignación de SFV,2016,1,20683650.0,466487,400598,65889,Pendiente,Departamental
CAUCA,19,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2004,1,14907000.0,316250,289994,26256,Ejecutado,Nacional
CAUCA,19,Bolsa Atentados terroristas,Asignados,2014,43,1100217367.0,430658,375871,54787,Ejecutado,Departamental
CAUCA,19,Bolsa Atentados terroristas,Asignados,2003,48,300634210.0,308855,283449,25406,Ejecutado,Departamental
CAUCA,19,Bolsa Desplazados,Apto con subsidio vencido,2009,1,14907000.0,362370,328270,34100,Pendiente,Nacional
CAUCA,19,Bolsa Ordinaria,Asignados,2005,65,502054000.0,324047,295653,28394,Ejecutado,Departamental
CAUCA,19,Bolsa Ordinaria,Renuncias al subsidio,2004,1,5012000.0,316250,289994,26256,No ejecutado,Departamental
CAUCA,19,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2017,1,47213888.0,486938,415457,71481,Pendiente,Departamental
CAUCA,19,Programa Vivienda Gratuita Fase I,Asignados,2014,688,28753764257.6,430658,375871,54787,Ejecutado,Departamental
CAUCA,19,Bolsa Desplazados,Asignados,2010,271,4174075000.0,374090,337098,36992,Ejecutado,Nacional
CAUCA,19,Bolsa Ordinaria,Asignados,2003,39,277173000.0,308855,283449,25406,Ejecutado,Departamental
CAUCA,19,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,8,60144000.0,324047,295653,28394,Pendiente,Departamental
CAUCA,19,Bolsa Atentados terroristas,Asignados,2004,85,578221481.0,316250,289994,26256,Ejecutado,Departamental
CAUCA,19,MI CASA YA,Asignados,2017,177,3014311662.0,486938,415457,71481,Ejecutado,Departamental
CAUCA,19,MI CASA YA,Apto con subsidio vencido,2021,6,134128290.0,554091,466149,87942,Pendiente,Departamental
CAUCA,19,MI CASA YA,Asignados,2020,781,18231968310.0,539177,454578,84599,Ejecutado,Departamental
CAUCA,19,Semillero de Propietarios Arriendo,Asignados,2021,116,1538900880.0,554091,466149,87942,Ejecutado,Departamental
CAUCA,19,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2014,3,118179600.0,430658,375871,54787,Pendiente,Departamental
CAUCA,19,Bolsa Esfuerzo Territorial,Asignados,2007,236,2031427536.0,341730,311800,29930,Ejecutado,Departamental
CAUCA,19,Bolsa Desastres Naturales,Asignados,2023,11,568042090.0,584984,490768,94216,Ejecutado,Departamental
CAUCA,19,Bolsa Concejales,Apto con subsidio vencido,2010,1,11330000.0,374090,337098,36992,Pendiente,Departamental
CAUCA,19,Bolsa Concejales,Asignados,2008,11,111221500.0,351649,319851,31798,Ejecutado,Departamental
CAUCA,19,Bolsa Desastres Naturales,Asignados,2004,118,887124000.0,316250,289994,26256,Ejecutado,Departamental
CAUCA,19,Programa Vivienda Gratuita Fase I,Apto con subsidio vencido,2014,1,43120000.0,430658,375871,54787,Pendiente,Departamental
CAUCA,19,Bolsa Desplazados,Subsidio Revocado,2011,2,32136000.0,386784,346243,40541,Pendiente,Nacional
CAUCA,19,Bolsa Desplazados,Subsidio Revocado,2006,4,59628000.0,332567,302737,29830,Pendiente,Nacional
CAUCA,19,Bolsa Atentados terroristas,Perdida de ejecutoriedad de asignación de SFV,2005,1,8011500.0,324047,295653,28394,Pendiente,Departamental
CAUCA,19,Bolsa Ordinaria,Apto con subsidio vencido,2004,1,5012000.0,316250,289994,26256,Pendiente,Departamental
CAUCA,19,Bolsa Desplazados,Subsidio Revocado,2009,2,29814000.0,362370,328270,34100,Pendiente,Nacional
CAUCA,19,Programa Vivienda Gratuita Fase I,Asignados,2020,7,350404308.25,539177,454578,84599,Ejecutado,Departamental
CAUCA,19,Programa Vivienda Gratuita Fase I,Asignados,2011,2,32136000.0,386784,346243,40541,Ejecutado,Departamental
CAUCA,19,Bolsa Desastres Naturales,Restitucion de subsidios no aplicados,2004,1,7518000.0,316250,289994,26256,Pendiente,Departamental
CAUCA,19,Semillero de Propietarios Ahorro,Asignados,2022,3,18000000.0,569318,478195,91123,Ejecutado,Departamental
CAUCA,19,Bolsa Desplazados,Asignados,2017,1,48261850.0,486938,415457,71481,Ejecutado,Nacional
CAUCA,19,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2010,1,7364500.0,374090,337098,36992,No ejecutado,Departamental
CAUCA,19,Ahorro Programado Contractual,Asignados,2012,9,101717430.0,400399,355646,44753,Ejecutado,Departamental
CAUCA,19,Bolsa Ordinaria,Apto con subsidio vencido,2003,1,7107000.0,308855,283449,25406,Pendiente,Departamental
CAUCA,19,Casa Digna Vida Digna,Asignados,2022,220,2620127550.0,569318,478195,91123,Ejecutado,Departamental
CAUCA,19,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2005,1,14907000.0,324047,295653,28394,Ejecutado,Nacional
CAUCA,19,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2009,4,32446600.0,362370,328270,34100,No ejecutado,Departamental
CAUCA,19,Bolsa unica Nacional,Asignados,2007,928,8451945600.0,341730,311800,29930,Ejecutado,Departamental
CAUCA,19,Programa Vivienda Gratuita Fase II,Asignados,2018,136,7060425224.0,509477,432411,77066,Ejecutado,Departamental
CAUCA,19,Bolsa Atentados terroristas,Apto con subsidio vencido,2004,31,212053849.0,316250,289994,26256,Pendiente,Departamental
CAUCA,19,Bolsa Desplazados,Asignados,2008,423,5341090750.0,351649,319851,31798,Ejecutado,Nacional
CAUCA,19,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2009,1,4472100.0,362370,328270,34100,Pendiente,Departamental
CAUCA,19,MI CASA YA,Renuncias al subsidio,2023,8,255200000.0,584984,490768,94216,No ejecutado,Departamental
CAUCA,19,Bolsa Esfuerzo Territorial,Asignados,2004,88,661584000.0,316250,289994,26256,Ejecutado,Departamental
CAUCA,19,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2016,13,566855855.0,466487,400598,65889,No ejecutado,Departamental
CAUCA,19,MI CASA YA,Apto con subsidio vencido,2017,1,22131510.0,486938,415457,71481,Pendiente,Departamental
CAUCA,19,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2009,1,9107700.0,362370,328270,34100,Pendiente,Departamental
CAUCA,19,Bolsa Desastres Naturales,Apto con subsidio vencido,2010,4,45320000.0,374090,337098,36992,Pendiente,Departamental
CAUCA,19,Programa Vivienda Gratuita Fase I,Asignados,2012,56,258656048.0,400399,355646,44753,Ejecutado,Departamental
CAUCA,19,MI CASA YA,Renuncias al subsidio,2024,3,78000000.0,599202,502282,96920,No ejecutado,Departamental
