Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
"BOGOTÁ, D.C.",11,VIPA,Asignados,2020,24,550775610.0,2759217,2589000,170217,Ejecutado,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Renuncia con restitucion de subsidio,2011,9,144612000.0,2158074,1948714,209360,No ejecutado,Nacional
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,471,7167512500.0,2104997,1890931,214066,Ejecutado,Nacional
"BOGOTÁ, D.C.",11,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2023,2,13920000.0,2991250,2824006,167244,Pendiente,Departamental
"BOGOTÁ, D.C.",11,MI CASA YA,Apto con subsidio vencido,2023,18,429200000.0,2991250,2824006,167244,Pendiente,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Asignados,2004,1112,7506328000.0,1803945,1580638,223307,Ejecutado,Nacional
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Renuncia con restitucion de subsidio,2005,8,83514000.0,1851106,1627079,224027,No ejecutado,Nacional
"BOGOTÁ, D.C.",11,Bolsa Recicladores,Asignados,2009,9,93914100.0,2051914,1834014,217900,Ejecutado,Departamental
"BOGOTÁ, D.C.",11,Bolsa Atentados terroristas,Asignados,2003,2,15272000.0,1758387,1536510,221877,Ejecutado,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Asignados,2009,410,6017121250.0,2051914,1834014,217900,Ejecutado,Nacional
"BOGOTÁ, D.C.",11,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2016,1,39949700.0,2421742,2241559,180183,Pendiente,Departamental
"BOGOTÁ, D.C.",11,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2017,6,88526040.0,2485077,2309499,175578,Pendiente,Departamental
"BOGOTÁ, D.C.",11,Programa Vivienda Gratuita Fase I,Asignados,2018,16,860253800.0,2564897,2392320,172577,Ejecutado,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Asignados,2015,9,170094000.0,2364640,2179015,185625,Ejecutado,Nacional
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Apto con subsidio vencido,2009,2,29814000.0,2051914,1834014,217900,Pendiente,Nacional
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2012,1,17001000.0,2210042,2006169,203873,Pendiente,Nacional
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2015,1,19330500.0,2364640,2179015,185625,Ejecutado,Nacional
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2011,1,16068000.0,2158074,1948714,209360,Pendiente,Nacional
"BOGOTÁ, D.C.",11,Bolsa Desastres Naturales,Asignados,2003,507,3869127400.0,1758387,1536510,221877,Ejecutado,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2013,4,63371250.0,2261111,2063247,197864,Ejecutado,Nacional
"BOGOTÁ, D.C.",11,Semillero de Propietarios Ahorro,Apto con subsidio vencido,2020,2,10533636.0,2759217,2589000,170217,Pendiente,Departamental
"BOGOTÁ, D.C.",11,MI CASA YA,Renuncia con restitucion de subsidio,2020,2,52668180.0,2759217,2589000,170217,No ejecutado,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Subsidio Revocado,2007,4,51499000.0,1949714,1726794,222920,Pendiente,Nacional
"BOGOTÁ, D.C.",11,MI CASA YA,Asignados,2016,33,405399540.0,2421742,2241559,180183,Ejecutado,Departamental
"BOGOTÁ, D.C.",11,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2022,3,60000000.0,2915263,2747550,167713,Pendiente,Departamental
"BOGOTÁ, D.C.",11,Bolsa Atentados terroristas,Asignados,2007,3,25704000.0,1949714,1726794,222920,Ejecutado,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,16,194335000.0,2000141,1779269,220872,No ejecutado,Nacional
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Asignados,2023,1,34800000.0,2991250,2824006,167244,Ejecutado,Nacional
"BOGOTÁ, D.C.",11,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2022,3,18000000.0,2915263,2747550,167713,Pendiente,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,11,119261750.0,1949714,1726794,222920,No ejecutado,Nacional
"BOGOTÁ, D.C.",11,Semillero de Propietarios Ahorro,Asignados,2023,43,299280000.0,2991250,2824006,167244,Ejecutado,Departamental
"BOGOTÁ, D.C.",11,Programa Vivienda Gratuita Fase I,Asignados,2019,1,57968120.0,2664781,2493444,171337,Ejecutado,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desastres Naturales,Apto con subsidio vencido,2003,28,213808000.0,1758387,1536510,221877,Pendiente,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Subsidio Revocado,2010,4,61800000.0,2104997,1890931,214066,Pendiente,Nacional
"BOGOTÁ, D.C.",11,Sin clasificación,Renuncias al subsidio,2004,9,52456000.0,1803945,1580638,223307,No ejecutado,Departamental
"BOGOTÁ, D.C.",11,Bolsa Desplazados,Asignado posteriormente beneficiario de Vivienda Gratuita,2004,1,4475000.0,1803945,1580638,223307,Ejecutado,Nacional
"BOGOTÁ, D.C.",11,VIPA,Renuncias al subsidio,2018,1,23437260.0,2564897,2392320,172577,No ejecutado,Departamental
"BOGOTÁ, D.C.",11,VIPA,Asignados,2015,2272,42263975358.0,2364640,2179015,185625,Ejecutado,Departamental
