Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
NORTE DE SANTANDER,54,MI CASA YA,Asignados,2021,2315,55643004810.0,490249,476010,14239,Ejecutado,Departamental
NORTE DE SANTANDER,54,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2010,4,39809500.0,358419,339752,18667,No ejecutado,Departamental
NORTE DE SANTANDER,54,Bolsa Esfuerzo Territorial,Subsidio Revocado,2016,10,112000000.0,403798,388403,15395,Pendiente,Departamental
NORTE DE SANTANDER,54,Bolsa Desplazados,Asignados,2009,198,2837299000.0,351855,332714,19141,Ejecutado,Nacional
NORTE DE SANTANDER,54,Bolsa Saludable,Asignados,2009,310,1143543113.0,351855,332714,19141,Ejecutado,Departamental
NORTE DE SANTANDER,54,MI CASA YA,Renuncia con restitucion de subsidio,2023,1,34800000.0,510163,496706,13457,No ejecutado,Departamental
NORTE DE SANTANDER,54,Habilitación de Titulos,Apto con subsidio vencido,2007,1,130000.0,339273,319337,19936,Pendiente,Departamental
NORTE DE SANTANDER,54,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2014,1,39424000.0,386389,369934,16455,Pendiente,Departamental
NORTE DE SANTANDER,54,Subsidios en Especie y complementarios,Renuncia con restitucion de subsidio,2005,1,8011500.0,327264,306772,20492,No ejecutado,Departamental
NORTE DE SANTANDER,54,Bolsa Única Mejoramiento,Asignados,2008,41,202813756.0,345475,325909,19566,Ejecutado,Departamental
NORTE DE SANTANDER,54,Bolsa Desplazados,Asignados,2018,4,58593150.0,433292,418508,14784,Ejecutado,Nacional
NORTE DE SANTANDER,54,Programa Vivienda Gratuita Fase I,Asignados,2023,2,82476800.0,510163,496706,13457,Ejecutado,Departamental
NORTE DE SANTANDER,54,Bolsa Concejales,Asignados,2010,15,157075000.0,358419,339752,18667,Ejecutado,Departamental
NORTE DE SANTANDER,54,Programa Vivienda Gratuita Fase II,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2018,5,273434700.0,433292,418508,14784,Pendiente,Departamental
NORTE DE SANTANDER,54,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,7,104349000.0,339273,319337,19936,Ejecutado,Nacional
NORTE DE SANTANDER,54,Bolsa Única Mejoramiento,Apto con subsidio vencido,2009,10,46920000.0,351855,332714,19141,Pendiente,Departamental
NORTE DE SANTANDER,54,Bolsa Atentados terroristas,Apto con subsidio vencido,2003,20,108109973.0,315678,294890,20788,Pendiente,Departamental
NORTE DE SANTANDER,54,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2009,1,7105670.0,351855,332714,19141,No ejecutado,Departamental
NORTE DE SANTANDER,54,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2020,1,12742092.0,477239,462636,14603,Pendiente,Departamental
NORTE DE SANTANDER,54,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2018,2,31249680.0,433292,418508,14784,Pendiente,Departamental
NORTE DE SANTANDER,54,Programa Vivienda Gratuita Fase I,Asignados,2018,2,109373880.0,433292,418508,14784,Ejecutado,Departamental
NORTE DE SANTANDER,54,Semillero de Propietarios Arriendo,Asignados,2024,309,1381608000.0,520521,507373,13148,Ejecutado,Departamental
NORTE DE SANTANDER,54,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2012,2,12300000.0,371953,354353,17600,No ejecutado,Departamental
NORTE DE SANTANDER,54,Bolsa Única Mejoramiento,Restitución SFV por Vencimiento Vigencia,2008,8,39600152.0,345475,325909,19566,Pendiente,Departamental
NORTE DE SANTANDER,54,Bolsa Concejales,Asignados,2011,9,97479200.0,365107,346957,18150,Ejecutado,Departamental
NORTE DE SANTANDER,54,Ahorro Programado Contractual,Renuncias al subsidio,2010,1,7364500.0,358419,339752,18667,No ejecutado,Departamental
NORTE DE SANTANDER,54,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2008,1,8568000.0,345475,325909,19566,Pendiente,Departamental
NORTE DE SANTANDER,54,Semillero de Propietarios Arriendo,Renuncias al subsidio,2021,52,665879808.0,490249,476010,14239,No ejecutado,Departamental
NORTE DE SANTANDER,54,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2003,2,13888250.0,315678,294890,20788,Pendiente,Departamental
NORTE DE SANTANDER,54,Bolsa Ordinaria,Apto con subsidio vencido,2008,6,54600000.0,345475,325909,19566,Pendiente,Departamental
NORTE DE SANTANDER,54,MI CASA YA,Apto con subsidio vencido,2023,31,962800000.0,510163,496706,13457,Pendiente,Departamental
NORTE DE SANTANDER,54,Semillero de Propietarios Arriendo,Renuncias al subsidio,2020,25,313720730.0,477239,462636,14603,No ejecutado,Departamental
NORTE DE SANTANDER,54,Bolsa Desplazados,Renuncias al subsidio,2020,1,26334090.0,477239,462636,14603,No ejecutado,Nacional
