Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
ANTIOQUIA,5,Bolsa Atentados terroristas,Asignados,2005,33,259500828.0,1425184,1369905,55279,Ejecutado,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2021,2,73920000.0,2302956,2252010,50946,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Renuncia con restitucion de subsidio,2005,3,22375000.0,1425184,1369905,55279,No ejecutado,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Apto con subsidio vencido,2010,27,396550000.0,1604416,1550230,54186,Pendiente,Nacional
ANTIOQUIA,5,Concurso de Esfuerzo Territorial Nacional,Renuncia con restitucion de subsidio,2011,2,12318800.0,1649156,1595235,53921,No ejecutado,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2018,4,218747760.0,2068433,2016519,51914,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2005,4,30520000.0,1425184,1369905,55279,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Ordinaria,Restitucion de subsidios no aplicados,2005,3,21364000.0,1425184,1369905,55279,Pendiente,Departamental
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2019,128,2948092960.0,2148743,2096981,51762,Pendiente,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2013,14,320159750.0,1745364,1692116,53248,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Asignados,2013,1,7518000.0,1745364,1692116,53248,Ejecutado,Departamental
ANTIOQUIA,5,Casa Digna Vida Digna,Asignados,2021,514,5298319654.0,2302956,2252010,50946,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Ordinaria,Restitucion de subsidios no aplicados,2003,3,20088000.0,1369857,1314326,55531,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Recicladores,Asignados,2009,11,120249800.0,1562439,1508017,54422,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desastres Naturales,Asignados,2006,344,2927358000.0,1455690,1400593,55097,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2006,554,5629320636.0,1455690,1400593,55097,Ejecutado,Nacional
ANTIOQUIA,5,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2008,2,14998750.0,1523900,1469243,54657,Pendiente,Departamental
ANTIOQUIA,5,Fenómeno de la Niña,Apto con subsidio vencido,2015,1,33577780.0,1854422,1801920,52502,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Ordinaria,Restitución SFV por Indemnización,2004,86,646230000.0,1397066,1341627,55439,Pendiente,Departamental
ANTIOQUIA,5,Bolsa unica Nacional,Renuncias al subsidio,2006,89,487325000.0,1455690,1400593,55097,No ejecutado,Departamental
ANTIOQUIA,5,Concurso de Esfuerzo Territorial Nacional,Renuncias al subsidio,2010,1,11072500.0,1604416,1550230,54186,No ejecutado,Departamental
ANTIOQUIA,5,Ahorro Programado Contractual,Asignados,2011,17,169208713.0,1649156,1595235,53921,Ejecutado,Departamental
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2020,1,13303885.0,2227513,2176067,51446,Pendiente,Departamental
ANTIOQUIA,5,Bolsa unica Nacional,Asignados,2011,2,19844500.0,1649156,1595235,53921,Ejecutado,Departamental
ANTIOQUIA,5,Habilitación de Titulos,Subsidio Revocado,2005,17,49490000.0,1425184,1369905,55279,Pendiente,Departamental
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2018,26,437495520.0,2068433,2016519,51914,No ejecutado,Departamental
ANTIOQUIA,5,Habilitación de Titulos,Renuncia con restitucion de subsidio,2005,4,460000.0,1425184,1369905,55279,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Subsidio Revocado,2011,1,9373000.0,1649156,1595235,53921,Pendiente,Nacional
ANTIOQUIA,5,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2008,30,294898500.0,1523900,1469243,54657,No ejecutado,Departamental
ANTIOQUIA,5,MI CASA YA,Subsidio Revocado,2017,1,14754340.0,1986929,1934968,51961,Pendiente,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Asignados,2020,161,8065361393.7,2227513,2176067,51446,Ejecutado,Departamental
ANTIOQUIA,5,Concurso de Esfuerzo Territorial Nacional,Apto con subsidio vencido,2010,6,67980000.0,1604416,1550230,54186,Pendiente,Departamental
ANTIOQUIA,5,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2009,33,303605900.0,1562439,1508017,54422,No ejecutado,Departamental
ANTIOQUIA,5,Macroproyecto,Apto con subsidio vencido,2010,2,22660000.0,1604416,1550230,54186,Pendiente,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2017,19,877889470.0,1986929,1934968,51961,Ejecutado,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2014,66,2147777146.8,1797817,1744946,52871,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Asignado posteriormente beneficiario de Vivienda Gratuita,2005,4,17900000.0,1425184,1369905,55279,Ejecutado,Nacional
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2004,3,12874747.0,1397066,1341627,55439,No ejecutado,Departamental
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2017,30,461810842.0,1986929,1934968,51961,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Asignados,2009,24,221371250.0,1562439,1508017,54422,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,10,109094750.0,1488463,1433578,54885,No ejecutado,Nacional
ANTIOQUIA,5,Concurso de Esfuerzo Territorial Nacional,Asignados,2010,61,681345000.0,1604416,1550230,54186,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Subsidio Revocado,2008,6,89442000.0,1523900,1469243,54657,Pendiente,Nacional
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Asignados,2023,41,3544436881.0,2459427,2409594,49833,Ejecutado,Departamental
ANTIOQUIA,5,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2018,5,78124200.0,2068433,2016519,51914,Pendiente,Departamental
ANTIOQUIA,5,Fenómeno de la Niña,Asignados,2014,329,8364205238.0,1797817,1744946,52871,Ejecutado,Departamental
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Renuncias al subsidio,2021,15,201300852.0,2302956,2252010,50946,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2008,55,427008701.44,1523900,1469243,54657,Pendiente,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2014,338,12418057116.76,1797817,1744946,52871,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Atentados terroristas,Asignados,2003,69,463571289.0,1369857,1314326,55531,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Saludable,Restitución SFV por Vencimiento Vigencia,2009,1,3975200.0,1562439,1508017,54422,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2012,3,33732500.0,1696091,1642484,53607,No ejecutado,Departamental
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2022,36,847984100.0,2380069,2329671,50398,No ejecutado,Departamental
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Renuncias al subsidio,2020,5,64272253.0,2227513,2176067,51446,No ejecutado,Departamental
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2016,26,270266360.0,1917129,1864937,52192,No ejecutado,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2013,1805,45644694031.0,1745364,1692116,53248,Ejecutado,Departamental
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Renuncias al subsidio,2022,5,75955968.0,2380069,2329671,50398,No ejecutado,Departamental
ANTIOQUIA,5,MI CASA YA,Asignados,2017,978,14851718644.0,1986929,1934968,51961,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Saludable,Restitución SFV por Vencimiento Vigencia,2008,1,3692000.0,1523900,1469243,54657,Pendiente,Departamental
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Asignados,2020,137,721554066.0,2227513,2176067,51446,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2004,7,52626000.0,1397066,1341627,55439,No ejecutado,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2019,3,131888120.0,2148743,2096981,51762,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2014,25,462000000.0,1797817,1744946,52871,Ejecutado,Nacional
ANTIOQUIA,5,Bolsa Recicladores,Asignados,2010,12,135960000.0,1604416,1550230,54186,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2003,2,13825492.0,1369857,1314326,55531,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Asignado posteriormente beneficiario de Vivienda Gratuita,2007,1,5421250.0,1488463,1433578,54885,Ejecutado,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Renuncias al subsidio,2007,1,10842500.0,1488463,1433578,54885,No ejecutado,Nacional
ANTIOQUIA,5,Bolsa Desastres Naturales,Restitucion de subsidios no aplicados,2006,2,17136000.0,1455690,1400593,55097,Pendiente,Departamental
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Renuncias al subsidio,2020,6,31600908.0,2227513,2176067,51446,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2005,12,161013000.0,1425184,1369905,55279,Ejecutado,Nacional
ANTIOQUIA,5,Bolsa Desastres Naturales,Perdida de ejecutoriedad de asignación de SFV,2011,1,11730500.0,1649156,1595235,53921,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,331,4547532456.0,1523900,1469243,54657,Ejecutado,Nacional
ANTIOQUIA,5,Bolsa Atentados terroristas,Apto con subsidio vencido,2004,6,34366000.0,1397066,1341627,55439,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Atentados terroristas,Asignados,2009,2,21863600.0,1562439,1508017,54422,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa unica Nacional,Asignados,2005,742,5661460000.0,1425184,1369905,55279,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2003,2,14214000.0,1369857,1314326,55531,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2010,2234,33258700000.0,1604416,1550230,54186,Ejecutado,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2013,5,78821250.0,1745364,1692116,53248,Ejecutado,Nacional
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2021,1,13450380.0,2302956,2252010,50946,Pendiente,Departamental
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2021,85,2121956850.0,2302956,2252010,50946,No ejecutado,Departamental
ANTIOQUIA,5,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2010,1,10815000.0,1604416,1550230,54186,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Concejales,Renuncias al subsidio,2008,1,5307250.0,1523900,1469243,54657,No ejecutado,Departamental
ANTIOQUIA,5,Fenómeno de la Niña,Asignados,2017,10,231814603.0,1986929,1934968,51961,Ejecutado,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2014,2,61350716.69,1797817,1744946,52871,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Desastres Naturales,Asignados,2016,199,9604108150.0,1917129,1864937,52192,Ejecutado,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2008,58,858394750.0,1523900,1469243,54657,Ejecutado,Departamental
ANTIOQUIA,5,Fenómeno de la Niña,Renuncias al subsidio,2013,50,886607553.0,1745364,1692116,53248,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,44,307638209.73,1455690,1400593,55097,Pendiente,Departamental
ANTIOQUIA,5,Bolsa unica Nacional,Restitución SFV por Vencimiento Vigencia,2009,9,88945100.0,1562439,1508017,54422,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2009,5,59628000.0,1562439,1508017,54422,Pendiente,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Renuncias al subsidio,2008,2,23075000.0,1523900,1469243,54657,No ejecutado,Nacional
ANTIOQUIA,5,Bolsa Desastres Naturales,Asignados,2005,145,1161667500.0,1425184,1369905,55279,Ejecutado,Departamental
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2023,26,754000000.0,2459427,2409594,49833,No ejecutado,Departamental
ANTIOQUIA,5,Macroproyecto,Renuncias al subsidio,2010,8,90640000.0,1604416,1550230,54186,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Subsidio Revocado,2006,2,20007000.0,1455690,1400593,55097,Pendiente,Nacional
ANTIOQUIA,5,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2017,5,61968228.0,1986929,1934968,51961,Pendiente,Departamental
ANTIOQUIA,5,MI CASA YA,Asignados,2021,2924,59583725610.0,2302956,2252010,50946,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Subsidio Revocado,2007,7,81198500.0,1488463,1433578,54885,Pendiente,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2011,13,208884000.0,1649156,1595235,53921,Pendiente,Nacional
ANTIOQUIA,5,Bolsa Desastres Naturales,Renuncias al subsidio,2008,1,10153000.0,1523900,1469243,54657,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2004,2155,12588584500.0,1397066,1341627,55439,Ejecutado,Nacional
ANTIOQUIA,5,Bolsa Saludable,Asignados,2008,935,3384768322.6,1523900,1469243,54657,Ejecutado,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2013,1,20463000.0,1745364,1692116,53248,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Ordinaria,Apto con subsidio vencido,2004,22,160384000.0,1397066,1341627,55439,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2011,136,2118740000.0,1649156,1595235,53921,Ejecutado,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2007,5,50142250.0,1488463,1433578,54885,Pendiente,Nacional
ANTIOQUIA,5,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,15,128520000.0,1455690,1400593,55097,Pendiente,Departamental
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2014,5990,209078898153.0,1797817,1744946,52871,Ejecutado,Departamental
ANTIOQUIA,5,Macroproyecto,Asignados,2011,984,11571971800.0,1649156,1595235,53921,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Renuncia con restitucion de subsidio,2011,22,346801000.0,1649156,1595235,53921,No ejecutado,Nacional
ANTIOQUIA,5,Bolsa Concejales,Apto con subsidio vencido,2008,4,33458750.0,1523900,1469243,54657,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Saludable,Renuncia con restitucion de subsidio,2008,5,18146368.0,1523900,1469243,54657,No ejecutado,Departamental
ANTIOQUIA,5,Bolsa unica Nacional,Asignados,2007,487,4195664700.0,1488463,1433578,54885,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Restitución SFV Cobro Directo Fiduciaria,2005,5,35500000.0,1425184,1369905,55279,Pendiente,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Apto con subsidio vencido,2011,1,16068000.0,1649156,1595235,53921,Pendiente,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Restitución SFV por Indemnización,2009,19,277021750.0,1562439,1508017,54422,Pendiente,Nacional
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2011,17,157077250.0,1649156,1595235,53921,Pendiente,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Renuncia con restitucion de subsidio,2006,4,40014000.0,1455690,1400593,55097,No ejecutado,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Renuncias al subsidio,2011,79,1269372000.0,1649156,1595235,53921,No ejecutado,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Subsidio Revocado,2012,1,9917250.0,1696091,1642484,53607,Pendiente,Nacional
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2020,49,1060154150.0,2227513,2176067,51446,No ejecutado,Departamental
ANTIOQUIA,5,Macroproyecto,Apto con subsidio vencido,2013,1,11783200.0,1745364,1692116,53248,Pendiente,Departamental
ANTIOQUIA,5,Bolsa unica Nacional,Asignados,2006,2263,12774075000.0,1455690,1400593,55097,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Esfuerzo Territorial,Asignados,2004,714,4848162449.0,1397066,1341627,55439,Ejecutado,Departamental
ANTIOQUIA,5,Bolsa Desplazados,Subsidio Revocado,2009,6,77019500.0,1562439,1508017,54422,Pendiente,Nacional
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2005,819,6781545000.0,1425184,1369905,55279,Ejecutado,Nacional
