Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
VICHADA,99,Bolsa Atentados terroristas,Apto con subsidio vencido,2005,1,6948000.0,15965,14733,1232,Pendiente,Departamental
VICHADA,99,Bolsa Desplazados,Asignados,2011,9,144612000.0,19643,18196,1447,Ejecutado,Nacional
VICHADA,99,Bolsa Desplazados,Renuncias al subsidio,2010,1,15450000.0,18924,17524,1400,No ejecutado,Nacional
VICHADA,99,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2016,1,54705600.0,24232,22399,1833,Pendiente,Departamental
VICHADA,99,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,1,7518000.0,15965,14733,1232,Pendiente,Departamental
VICHADA,99,Programa Vivienda Gratuita Fase I,Asignados,2016,192,10428397200.0,24232,22399,1833,Ejecutado,Departamental
VICHADA,99,Bolsa Desplazados,Asignados,2006,4,37536000.0,16488,15226,1262,Ejecutado,Nacional
VICHADA,99,Bolsa Desplazados,Asignados,2007,31,366898700.0,17034,15743,1291,Ejecutado,Nacional
VICHADA,99,Bolsa Desplazados,Asignados,2017,1,20683650.0,25481,23527,1954,Ejecutado,Nacional
VICHADA,99,Programa Vivienda Gratuita Fase I,Asignados,2023,1,54705600.0,32363,29967,2396,Ejecutado,Departamental
VICHADA,99,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,1,15450000.0,18924,17524,1400,Ejecutado,Nacional
VICHADA,99,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2006,1,7518000.0,16488,15226,1262,No ejecutado,Departamental
VICHADA,99,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2009,1,10931800.0,18236,16877,1359,Pendiente,Departamental
VICHADA,99,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2010,2,30900000.0,18924,17524,1400,Pendiente,Nacional
VICHADA,99,Bolsa Desplazados,Renuncia al Subsidio - Pendiente de Restitución,2008,1,14907000.0,17635,16310,1325,No ejecutado,Nacional
VICHADA,99,Bolsa Concejales,Asignados,2010,1,11330000.0,18924,17524,1400,Ejecutado,Departamental
VICHADA,99,Bolsa Desplazados,Apto con subsidio vencido,2010,7,108150000.0,18924,17524,1400,Pendiente,Nacional
VICHADA,99,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2021,1,87780300.0,30450,28166,2284,Pendiente,Departamental
VICHADA,99,Bolsa Desplazados,Asignados,2010,26,393975000.0,18924,17524,1400,Ejecutado,Nacional
VICHADA,99,Bolsa Desplazados,Asignados,2009,21,313047000.0,18236,16877,1359,Ejecutado,Nacional
VICHADA,99,Programa Vivienda Gratuita Fase II,Asignados,2021,124,11237818400.0,30450,28166,2284,Ejecutado,Departamental
VICHADA,99,Bolsa Ordinaria,Asignados,2004,1,7518000.0,15501,14294,1207,Ejecutado,Departamental
VICHADA,99,Bolsa Desplazados,Asignados,2005,9,82211000.0,15965,14733,1232,Ejecutado,Nacional
VICHADA,99,Bolsa Atentados terroristas,Asignados,2003,1,7636000.0,15064,13883,1181,Ejecutado,Departamental
VICHADA,99,Bolsa Esfuerzo Territorial,Asignados,2010,1,10153000.0,18924,17524,1400,Ejecutado,Departamental
VICHADA,99,Bolsa Desplazados,Asignados,2008,63,833257499.9,17635,16310,1325,Ejecutado,Nacional
VICHADA,99,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2009,1,1987600.0,18236,16877,1359,No ejecutado,Departamental
VICHADA,99,Bolsa Desplazados,Asignados,2004,37,298672000.0,15501,14294,1207,Ejecutado,Nacional
VICHADA,99,Bolsa Esfuerzo Territorial,Asignados,2005,45,338310000.0,15965,14733,1232,Ejecutado,Departamental
