Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
AMAZONAS,91,Programa Vivienda Gratuita Fase II,Asignados,2020,40,3397102643.0,20053,19004,1049,Ejecutado,Departamental
AMAZONAS,91,Bolsa Desastres Naturales,Apto con subsidio vencido,2008,37,336984900.0,13267,12601,666,Pendiente,Departamental
AMAZONAS,91,Habilitación de Titulos,Subsidio Revocado,2005,35,3710000.0,12190,11565,625,Pendiente,Departamental
AMAZONAS,91,Bolsa Desplazados,Asignados,2010,2,30900000.0,14100,13396,704,Ejecutado,Nacional
AMAZONAS,91,Bolsa Desplazados,Asignados,2006,16,81600000.0,12522,11887,635,Ejecutado,Nacional
AMAZONAS,91,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2005,4,30072000.0,12190,11565,625,Pendiente,Departamental
AMAZONAS,91,Bolsa Desplazados,Asignados,2005,11,49225000.0,12190,11565,625,Ejecutado,Nacional
AMAZONAS,91,Habilitación de Titulos,Asignados,2005,215,22790000.0,12190,11565,625,Ejecutado,Departamental
AMAZONAS,91,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2016,2,111927200.0,17262,16383,879,No ejecutado,Departamental
AMAZONAS,91,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2015,2,111914880.0,16631,15789,842,Pendiente,Departamental
AMAZONAS,91,Bolsa Desplazados,Asignados,2004,20,89500000.0,11891,11278,613,Ejecutado,Nacional
AMAZONAS,91,Bolsa Esfuerzo Territorial,Asignados,2005,54,405972000.0,12190,11565,625,Ejecutado,Departamental
AMAZONAS,91,Bolsa Ordinaria,Apto con subsidio vencido,2003,10,69225000.0,11614,11010,604,Pendiente,Departamental
AMAZONAS,91,Bolsa Desplazados,Asignados,2008,32,190368473.1,13267,12601,666,Ejecutado,Nacional
AMAZONAS,91,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2015,4,223829760.0,16631,15789,842,No ejecutado,Departamental
AMAZONAS,91,Programa Vivienda Gratuita Fase I,Asignados,2019,1,55957440.0,19393,18386,1007,Ejecutado,Departamental
AMAZONAS,91,Bolsa Ordinaria,Asignados,2003,10,68889000.0,11614,11010,604,Ejecutado,Departamental
AMAZONAS,91,Bolsa Desplazados,Asignados,2009,3,18633750.0,13651,12968,683,Ejecutado,Nacional
AMAZONAS,91,Habilitación de Titulos,Apto con subsidio vencido,2005,9,954000.0,12190,11565,625,Pendiente,Departamental
AMAZONAS,91,Programa Vivienda Gratuita Fase I,Asignados,2016,54,3022034400.0,17262,16383,879,Ejecutado,Departamental
