Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
BOLÍVAR,13,MI CASA YA,Asignados,2020,1989,45912906230.0,630814,592808,38006,Ejecutado,Departamental
BOLÍVAR,13,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2004,89,669102000.0,396567,368177,28390,Pendiente,Departamental
BOLÍVAR,13,Macroproyecto,Renuncias al subsidio,2016,6,170016000.0,540776,506616,34160,No ejecutado,Departamental
BOLÍVAR,13,Bolsa Desastres Naturales,Asignados,2009,5,45538500.0,445772,415458,30314,Ejecutado,Departamental
BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2023,55,1809600000.0,685822,646088,39734,Pendiente,Departamental
BOLÍVAR,13,Bolsa Desplazados,Subsidio Revocado,2011,1,16068000.0,468919,437715,31204,Pendiente,Nacional
BOLÍVAR,13,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,108,813872000.0,405670,376904,28766,Pendiente,Departamental
BOLÍVAR,13,Bolsa Desplazados,Renuncia con restitucion de subsidio,2009,4,59628000.0,445772,415458,30314,No ejecutado,Nacional
BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2013,5,206325000.0,494716,462491,32225,Pendiente,Departamental
BOLÍVAR,13,Bolsa unica Nacional,Renuncias al subsidio,2004,5,37590000.0,396567,368177,28390,No ejecutado,Departamental
BOLÍVAR,13,Bolsa Desplazados,Renuncia con restitucion de subsidio,2005,3,17900000.0,405670,376904,28766,No ejecutado,Nacional
BOLÍVAR,13,Macroproyecto,Asignados,2016,70,2050594000.0,540776,506616,34160,Ejecutado,Departamental
BOLÍVAR,13,Bolsa Desplazados,Apto con subsidio vencido,2010,13,200850000.0,457048,426303,30745,Pendiente,Nacional
BOLÍVAR,13,Macroproyecto,Renuncias al subsidio,2015,36,1020096000.0,523886,490461,33425,No ejecutado,Departamental
BOLÍVAR,13,Bolsa Desplazados,Asignados,2011,2084,36952026600.0,468919,437715,31204,Ejecutado,Nacional
BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2021,1,43120000.0,650227,611577,38650,Ejecutado,Departamental
