Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
META,50,VIPA,Asignados,2019,411,9632713760.0,349895,332863,17032,Ejecutado,Departamental
META,50,Bolsa Desplazados,Asignados,2018,3,121092510.0,341052,323691,17361,Ejecutado,Nacional
META,50,Bolsa Ordinaria,Asignados,2004,178,1301768855.0,203913,185732,18181,Ejecutado,Departamental
META,50,Bolsa Desplazados,Renuncia con restitucion de subsidio,2006,11,112200000.0,219621,200918,18703,No ejecutado,Nacional
META,50,Bolsa Atentados terroristas,Apto con subsidio vencido,2003,37,224538716.0,196466,178654,17812,Pendiente,Departamental
META,50,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2009,1,14907000.0,245257,226344,18913,Pendiente,Nacional
META,50,Programa Vivienda Gratuita Fase II,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2021,1,58812801.0,367069,350553,16516,Pendiente,Departamental
META,50,MI CASA YA,Asignados,2019,461,9735831720.0,349895,332863,17032,Ejecutado,Departamental
META,50,Programa Vivienda Gratuita Fase II,Asignados,2017,358,18349024836.4,328074,310639,17435,Ejecutado,Departamental
META,50,Bolsa Atentados terroristas,Asignados,2005,4,20251479.0,211583,193108,18475,Ejecutado,Departamental
META,50,VIPA,Asignados,2021,2,46874520.0,367069,350553,16516,Ejecutado,Departamental
META,50,MI CASA YA,Apto con subsidio vencido,2016,3,41367300.0,316083,298494,17589,Pendiente,Departamental
META,50,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,87,1296909000.0,245257,226344,18913,Ejecutado,Nacional
META,50,Bolsa Concejales,Apto con subsidio vencido,2008,1,10153000.0,236404,217487,18917,Pendiente,Departamental
META,50,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2010,2,15958936.0,254471,235629,18842,No ejecutado,Departamental
META,50,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2017,1,51640190.0,328074,310639,17435,No ejecutado,Departamental
META,50,Bolsa Atentados terroristas,Subsidio Revocado,2003,1,7636000.0,196466,178654,17812,Pendiente,Departamental
META,50,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2011,3,25441000.0,263994,245285,18709,No ejecutado,Departamental
META,50,VIPA,Perdida de ejecutoriedad de asignación de SFV,2019,11,257809860.0,349895,332863,17032,Pendiente,Departamental
META,50,Bolsa Esfuerzo Territorial,Asignados,2009,95,951752000.0,245257,226344,18913,Ejecutado,Departamental
META,50,Bolsa unica Nacional,Restitución SFV por Indemnización,2007,149,1221800000.0,227869,209021,18848,Pendiente,Departamental
META,50,Concurso de Esfuerzo Territorial Nacional,Renuncia a la postulación,2010,1,11330000.0,254471,235629,18842,No ejecutado,Departamental
META,50,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2015,1,12887000.0,304788,286991,17797,Pendiente,Departamental
META,50,Bolsa Desplazados,Subsidio Revocado,2007,3,32527500.0,227869,209021,18848,Pendiente,Nacional
META,50,Bolsa Desplazados,Asignados,2008,814,10653627730.0,236404,217487,18917,Ejecutado,Nacional
META,50,Casa Digna Vida Digna,Asignados,2022,216,2572684730.0,375358,359027,16331,Ejecutado,Departamental
META,50,Bolsa Concejales,Apto con subsidio vencido,2010,4,45320000.0,254471,235629,18842,Pendiente,Departamental
META,50,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2007,14,114800000.0,227869,209021,18848,No ejecutado,Departamental
META,50,Concurso de Esfuerzo Territorial Nacional,Apto con subsidio vencido,2010,2,22660000.0,254471,235629,18842,Pendiente,Departamental
META,50,Bolsa Atentados terroristas,Asignados,2003,121,734031592.0,196466,178654,17812,Ejecutado,Departamental
META,50,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,164,2533800000.0,254471,235629,18842,Ejecutado,Nacional
META,50,Bolsa Ordinaria,Asignados,2005,67,536770500.0,211583,193108,18475,Ejecutado,Departamental
META,50,Bolsa Ordinaria,Apto con subsidio vencido,2004,6,43464000.0,203913,185732,18181,Pendiente,Departamental
META,50,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2022,1,58812801.0,375358,359027,16331,Pendiente,Departamental
META,50,Programa Vivienda Gratuita Fase I,Asignados,2014,633,19918470354.0,294083,276043,18040,Ejecutado,Departamental
META,50,Programa Vivienda Gratuita Fase II,Asignados,2022,35,2058448035.0,375358,359027,16331,Ejecutado,Departamental
META,50,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2003,5,35535000.0,196466,178654,17812,Pendiente,Departamental
META,50,Bolsa Esfuerzo Territorial,Asignados,2005,27,207427500.0,211583,193108,18475,Ejecutado,Departamental
META,50,Bolsa Atentados terroristas,Apto con subsidio vencido,2004,8,28619845.0,203913,185732,18181,Pendiente,Departamental
META,50,Programa Vivienda Gratuita Fase I,Asignados,2017,154,7288643960.0,328074,310639,17435,Ejecutado,Departamental
META,50,Bolsa Esfuerzo Territorial,Asignados,2011,100,1084857800.0,263994,245285,18709,Ejecutado,Departamental
META,50,Bolsa Desplazados,Renuncia con restitucion de subsidio,2011,1,16068000.0,263994,245285,18709,No ejecutado,Nacional
META,50,MI CASA YA,Renuncias al subsidio,2015,3,33506200.0,304788,286991,17797,No ejecutado,Departamental
META,50,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2010,8,90125000.0,254471,235629,18842,Pendiente,Departamental
META,50,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2013,1,17685000.0,283768,265480,18288,Ejecutado,Nacional
META,50,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,40,573810750.0,227869,209021,18848,Ejecutado,Nacional
META,50,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0,383705,367498,16207,Ejecutado,Departamental
META,50,Bolsa Saludable,Asignados,2009,159,624681380.0,245257,226344,18913,Ejecutado,Departamental
META,50,Ahorro Programado Contractual,Asignados,2011,26,255541481.0,263994,245285,18709,Ejecutado,Departamental
META,50,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2009,2,20306000.0,245257,226344,18913,No ejecutado,Departamental
META,50,MI CASA YA,Asignados,2021,880,18230079090.0,367069,350553,16516,Ejecutado,Departamental
META,50,Bolsa unica Nacional,Renuncias al subsidio,2007,10,82000000.0,227869,209021,18848,No ejecutado,Departamental
META,50,Bolsa Atentados terroristas,Asignados,2004,49,236464885.0,203913,185732,18181,Ejecutado,Departamental
META,50,Bolsa unica Nacional,Asignados,2014,47,492440000.0,294083,276043,18040,Ejecutado,Departamental
META,50,MI CASA YA,Renuncias al subsidio,2021,2,45426300.0,367069,350553,16516,No ejecutado,Departamental
META,50,Bolsa Desplazados,Renuncias al subsidio,2006,1,10200000.0,219621,200918,18703,No ejecutado,Nacional
META,50,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2005,1,14907000.0,211583,193108,18475,Ejecutado,Nacional
META,50,Bolsa unica Nacional,Apto con subsidio vencido,2009,10,99115500.0,245257,226344,18913,Pendiente,Departamental
META,50,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2004,3,22554000.0,203913,185732,18181,Pendiente,Departamental
META,50,Bolsa Desplazados,Renuncias al subsidio,2010,3,46350000.0,254471,235629,18842,No ejecutado,Nacional
META,50,Semillero de Propietarios Arriendo,Asignados,2020,28,359737629.0,358678,341925,16753,Ejecutado,Departamental
META,50,Ahorro Programado Contractual,Asignados,2012,30,331856759.0,273772,255253,18519,Ejecutado,Departamental
META,50,Bolsa Desplazados,Restitución SFV Cobro Directo Fiduciaria,2004,8,71600000.0,203913,185732,18181,Pendiente,Nacional
META,50,Bolsa unica Nacional,Asignados,2019,4,47656493.0,349895,332863,17032,Ejecutado,Departamental
META,50,Bolsa Desplazados,Asignados,2011,111,1809874440.0,263994,245285,18709,Ejecutado,Nacional
META,50,Ahorro Programado Contractual,Apto con subsidio vencido,2011,24,230527858.0,263994,245285,18709,Pendiente,Departamental
META,50,Casa Digna Vida Digna,Asignados,2023,2,22999778.0,383705,367498,16207,Ejecutado,Departamental
META,50,Bolsa Esfuerzo Territorial,Asignados,2003,104,739746000.0,196466,178654,17812,Ejecutado,Departamental
META,50,Bolsa Esfuerzo Territorial,Asignados,2007,73,664862100.0,227869,209021,18848,Ejecutado,Departamental
META,50,Bolsa Desplazados,Asignados,2005,104,1151530000.0,211583,193108,18475,Ejecutado,Nacional
META,50,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2009,2,16614000.0,245257,226344,18913,No ejecutado,Departamental
META,50,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,6,63698250.0,227869,209021,18848,No ejecutado,Nacional
META,50,Programa Vivienda Gratuita Fase I,Asignados,2019,1,39424000.0,349895,332863,17032,Ejecutado,Departamental
META,50,Bolsa Ordinaria,Renuncias al subsidio,2003,1,7107000.0,196466,178654,17812,No ejecutado,Departamental
META,50,Habilitación de Titulos,Asignados,2007,122,12200000.0,227869,209021,18848,Ejecutado,Departamental
META,50,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2009,5,40893900.0,245257,226344,18913,Pendiente,Departamental
META,50,MI CASA YA,Apto con subsidio vencido,2023,28,870000000.0,383705,367498,16207,Pendiente,Departamental
META,50,Bolsa Esfuerzo Territorial,Asignados,2004,116,872088000.0,203913,185732,18181,Ejecutado,Departamental
META,50,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2016,1,13789100.0,316083,298494,17589,Pendiente,Departamental
META,50,Bolsa Desplazados,Apto con subsidio vencido,2010,3,46350000.0,254471,235629,18842,Pendiente,Nacional
META,50,Semillero de Propietarios Arriendo,Asignados,2021,175,2291201508.0,367069,350553,16516,Ejecutado,Departamental
META,50,MI CASA YA,Asignados,2024,723,22542000000.0,391993,375858,16135,Ejecutado,Departamental
META,50,Bolsa Desplazados,Renuncia con restitucion de subsidio,2009,6,89442000.0,245257,226344,18913,No ejecutado,Nacional
META,50,Ahorro Programado Contractual,Apto con subsidio vencido,2012,19,183953321.0,273772,255253,18519,Pendiente,Departamental
META,50,Bolsa Ordinaria,Subsidio Revocado,2005,1,8011500.0,211583,193108,18475,Pendiente,Departamental
META,50,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,115,1654709500.0,236404,217487,18917,Ejecutado,Nacional
META,50,Bolsa unica Nacional,Asignados,2013,34,398025000.0,283768,265480,18288,Ejecutado,Departamental
META,50,Bolsa Atentados terroristas,Asignados,2006,4,34272000.0,219621,200918,18703,Ejecutado,Departamental
META,50,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2006,2,25107000.0,219621,200918,18703,Pendiente,Nacional
META,50,Bolsa Desplazados,Apto con subsidio vencido,2006,3,30600000.0,219621,200918,18703,Pendiente,Nacional
META,50,Bolsa Desplazados,Renuncias al subsidio,2009,1,14907000.0,245257,226344,18913,No ejecutado,Nacional
META,50,VIPA,Renuncias al subsidio,2018,1,23437260.0,341052,323691,17361,No ejecutado,Departamental
META,50,MI CASA YA,Renuncias al subsidio,2024,1,26000000.0,391993,375858,16135,No ejecutado,Departamental
META,50,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2008,2,26444500.0,236404,217487,18917,Pendiente,Nacional
META,50,Bolsa unica Nacional,Asignados,2006,407,3260680500.0,219621,200918,18703,Ejecutado,Departamental
META,50,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2015,2,80662400.0,304788,286991,17797,Pendiente,Departamental
META,50,Programa Vivienda Gratuita Fase I,Asignados,2011,3,48204000.0,263994,245285,18709,Ejecutado,Departamental
META,50,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2015,13,534278356.5,304788,286991,17797,No ejecutado,Departamental
META,50,Bolsa Desplazados,Asignados,2010,355,5478312500.0,254471,235629,18842,Ejecutado,Nacional
META,50,Bolsa Desplazados,Subsidio Revocado,2004,1,7000000.0,203913,185732,18181,Pendiente,Nacional
