Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
NARIÑO,52,Bolsa Única Mejoramiento,Subsidio Restituido,2009,15,77609619.0,418479,381569,36910,Pendiente,Departamental
NARIÑO,52,MI CASA YA,Apto con subsidio vencido,2017,5,75247134.0,524064,474937,49127,Pendiente,Departamental
NARIÑO,52,Bolsa Ordinaria,Asignados,2009,20,182154000.0,418479,381569,36910,Ejecutado,Departamental
NARIÑO,52,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2013,2,82530000.0,462914,421227,41687,No ejecutado,Departamental
NARIÑO,52,Semillero de Propietarios Arriendo,Asignados,2022,363,5301256740.0,584496,531025,53471,Ejecutado,Departamental
NARIÑO,52,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2006,1,7056907.0,390970,356383,34587,No ejecutado,Departamental
NARIÑO,52,Bolsa Atentados terroristas,Restitución SFV Cobro Directo Fiduciaria,2009,117,1251900000.0,418479,381569,36910,Pendiente,Departamental
NARIÑO,52,Bolsa Atentados terroristas,Asignados,2006,469,4006723424.0,390970,356383,34587,Ejecutado,Departamental
NARIÑO,52,Ahorro Programado Contractual,Asignados,2012,14,138462070.0,450639,410380,40259,Ejecutado,Departamental
NARIÑO,52,MI CASA YA,Apto con subsidio vencido,2018,11,242185020.0,543653,492200,51453,Pendiente,Departamental
NARIÑO,52,Bolsa Saludable,Asignados,2008,235,843398343.5,409104,373040,36064,Ejecutado,Departamental
NARIÑO,52,Bolsa Desplazados,Subsidio Revocado,2010,4,54862500.0,428441,390565,37876,Pendiente,Nacional
NARIÑO,52,MI CASA YA,Apto con subsidio vencido,2023,8,255200000.0,596151,541996,54155,Pendiente,Departamental
NARIÑO,52,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2015,12,502284104.0,490872,445799,45073,No ejecutado,Departamental
NARIÑO,52,MI CASA YA,Renuncias al subsidio,2022,13,357193640.0,584496,531025,53471,No ejecutado,Departamental
NARIÑO,52,Bolsa Atentados terroristas,Apto con subsidio vencido,2003,2,14214000.0,365663,332923,32740,Pendiente,Departamental
NARIÑO,52,Bolsa Saludable,Apto con subsidio vencido,2009,10,35645392.0,418479,381569,36910,Pendiente,Departamental
NARIÑO,52,Bolsa Desplazados,Asignados,2011,61,903567500.0,439156,400165,38991,Ejecutado,Nacional
NARIÑO,52,Bolsa Atentados terroristas,Asignados,2017,469,4664511300.0,524064,474937,49127,Ejecutado,Departamental
NARIÑO,52,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2018,1,52343214.0,543653,492200,51453,Pendiente,Departamental
NARIÑO,52,MI CASA YA,Apto con subsidio vencido,2015,1,12887000.0,490872,445799,45073,Pendiente,Departamental
NARIÑO,52,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2014,7,284984517.0,476214,432929,43285,No ejecutado,Departamental
NARIÑO,52,Bolsa Desplazados,Asignados,2016,2,41367300.0,506855,459826,47029,Ejecutado,Nacional
NARIÑO,52,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2010,2,21887500.0,428441,390565,37876,Pendiente,Nacional
NARIÑO,52,Ahorro Programado Contractual,Asignados,2009,2,14211340.0,418479,381569,36910,Ejecutado,Departamental
NARIÑO,52,Bolsa Desastres Naturales,Asignados,2015,7,157408140.0,490872,445799,45073,Ejecutado,Departamental
