Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
CHOCÓ,27,Programa Vivienda Gratuita Fase II,Asignados,2020,8,582805314.0,165699,158406,7293,Ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2006,16,163200000.0,96846,94480,2366,Pendiente,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2018,1,70311780.0,156425,149951,6474,Pendiente,Departamental
CHOCÓ,27,Bolsa Desplazados,Asignados,2004,75,754648000.0,89054,87012,2042,Ejecutado,Nacional
CHOCÓ,27,Bolsa Desplazados,Asignados,2021,1,27255780.0,170294,162602,7692,Ejecutado,Nacional
CHOCÓ,27,Habilitación de Titulos,Restitucion de subsidios no aplicados,2008,1,91983.0,104862,102105,2757,Pendiente,Departamental
CHOCÓ,27,Bolsa Desplazados,Apto con subsidio vencido,2010,6,92700000.0,113240,110031,3209,Pendiente,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Asignados,2007,2,29814000.0,100831,98284,2547,Ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Apto con subsidio vencido,2011,1,16068000.0,117636,114150,3486,Pendiente,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Asignados,2014,127,5659742000.0,132271,127718,4553,Ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Asignados,2009,328,4847259500.0,109010,106039,2971,Ejecutado,Nacional
CHOCÓ,27,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2007,1,8393773.0,100831,98284,2547,Pendiente,Departamental
CHOCÓ,27,Bolsa Desplazados,Asignados,2005,56,679910000.0,92898,90688,2210,Ejecutado,Nacional
CHOCÓ,27,Habilitación de Titulos,Renuncia con restitucion de subsidio,2008,5,459915.0,104862,102105,2757,No ejecutado,Departamental
CHOCÓ,27,Bolsa Concejales,Asignados,2010,10,113042500.0,113240,110031,3209,Ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2011,3,48204000.0,117636,114150,3486,Ejecutado,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2018,4,273412620.0,156425,149951,6474,No ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Asignados,2017,1,20683650.0,149877,143930,5947,Ejecutado,Nacional
CHOCÓ,27,Bolsa Ordinaria,Asignados,2005,3,24034500.0,92898,90688,2210,Ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Asignados,2010,920,14201125000.0,113240,110031,3209,Ejecutado,Nacional
CHOCÓ,27,Bolsa Concejales,Asignados,2008,3,30459000.0,104862,102105,2757,Ejecutado,Departamental
CHOCÓ,27,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2007,1,8393773.0,100831,98284,2547,No ejecutado,Departamental
CHOCÓ,27,Bolsa Desastres Naturales,Restitución SFV Cobro Directo Fiduciaria,2004,135,1014930000.0,89054,87012,2042,Pendiente,Departamental
CHOCÓ,27,Bolsa Esfuerzo Territorial,Asignados,2005,27,202986000.0,92898,90688,2210,Ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2010,1,15450000.0,113240,110031,3209,Pendiente,Nacional
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2009,1,14907000.0,109010,106039,2971,Pendiente,Nacional
CHOCÓ,27,Ahorro Programado Contractual,Apto con subsidio vencido,2012,1,12000000.0,122245,118438,3807,Pendiente,Departamental
CHOCÓ,27,Habilitación de Titulos,Asignados,2005,483,44422363.0,92898,90688,2210,Ejecutado,Departamental
CHOCÓ,27,Bolsa Concejales,Apto con subsidio vencido,2008,1,10153000.0,104862,102105,2757,Pendiente,Departamental
CHOCÓ,27,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2006,4,50214000.0,96846,94480,2366,Pendiente,Nacional
CHOCÓ,27,Bolsa Saludable,Apto con subsidio vencido,2009,1,3687420.0,109010,106039,2971,Pendiente,Departamental
CHOCÓ,27,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2009,2,21863600.0,109010,106039,2971,Pendiente,Departamental
CHOCÓ,27,Programa Vivienda Gratuita Fase II,Asignados,2021,312,22330396722.0,170294,162602,7692,Ejecutado,Departamental
CHOCÓ,27,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2005,20,150360000.0,92898,90688,2210,Pendiente,Departamental
CHOCÓ,27,Programa Vivienda Gratuita Fase II,Asignados,2019,254,18187230270.0,161035,154152,6883,Ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2009,1,14907000.0,109010,106039,2971,Pendiente,Nacional
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2006,1,14907000.0,96846,94480,2366,Ejecutado,Nacional
CHOCÓ,27,Ahorro Programado Contractual,Apto con subsidio vencido,2011,2,22591015.0,117636,114150,3486,Pendiente,Departamental
CHOCÓ,27,Bolsa Desplazados,Renuncia con restitucion de subsidio,2010,1,15450000.0,113240,110031,3209,No ejecutado,Nacional
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2008,7,104349000.0,104862,102105,2757,Pendiente,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Asignados,2021,2,110828200.0,170294,162602,7692,Ejecutado,Departamental
CHOCÓ,27,Fenómeno de la Niña,Renuncias al subsidio,2013,4,34400000.0,127126,122964,4162,No ejecutado,Departamental
CHOCÓ,27,Bolsa Concejales,Renuncias al subsidio,2008,2,20306000.0,104862,102105,2757,No ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Asignados,2011,48,771264000.0,117636,114150,3486,Ejecutado,Nacional
CHOCÓ,27,Bolsa Desplazados,Renuncias al subsidio,2010,1,15450000.0,113240,110031,3209,No ejecutado,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2017,4,221656400.0,149877,143930,5947,Pendiente,Departamental
CHOCÓ,27,Bolsa Atentados terroristas,Apto con subsidio vencido,2003,1,7636000.0,85399,83485,1914,Pendiente,Departamental
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,78,1105176250.0,104862,102105,2757,Ejecutado,Nacional
CHOCÓ,27,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2010,21,324450000.0,113240,110031,3209,Pendiente,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2016,2,110828200.0,143653,138204,5449,Pendiente,Departamental
CHOCÓ,27,Bolsa Desplazados,Renuncia con restitucion de subsidio,2009,1,14907000.0,109010,106039,2971,No ejecutado,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Asignados,2017,274,15164239490.0,149877,143930,5947,Ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,3,44721000.0,104862,102105,2757,No ejecutado,Nacional
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,20,281882000.0,100831,98284,2547,Ejecutado,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Asignados,2008,5,74535000.0,104862,102105,2757,Ejecutado,Departamental
CHOCÓ,27,Bolsa Desplazados,Asignados,2007,448,5877394750.0,100831,98284,2547,Ejecutado,Nacional
CHOCÓ,27,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,7,59976000.0,96846,94480,2366,Pendiente,Departamental
CHOCÓ,27,Bolsa Concejales,Apto con subsidio vencido,2011,3,35349600.0,117636,114150,3486,Pendiente,Departamental
CHOCÓ,27,Bolsa Desplazados,Renuncias al subsidio,2009,1,14907000.0,109010,106039,2971,No ejecutado,Nacional
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Asignados,2012,1,39669000.0,122245,118438,3807,Ejecutado,Departamental
CHOCÓ,27,Bolsa Atentados terroristas,Apto con subsidio vencido,2006,13,111384000.0,96846,94480,2366,Pendiente,Departamental
