Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
VALLE DEL CAUCA,76,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2013,28,972988833.0,1276180,1210604,65576,No ejecutado,Departamental
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Asignados,2008,352,2981307150.0,1189931,1096702,93229,Ejecutado,Departamental
VALLE DEL CAUCA,76,Bolsa Saludable,Renuncia con restitucion de subsidio,2010,1,3975200.0,1221186,1137969,83217,No ejecutado,Departamental
VALLE DEL CAUCA,76,Programa Vivienda Gratuita Fase I,Asignados,2011,150,2329860000.0,1238837,1161259,77578,Ejecutado,Departamental
VALLE DEL CAUCA,76,Bolsa Atentados terroristas,Asignados,2007,52,311407150.0,1175340,1077974,97366,Ejecutado,Departamental
VALLE DEL CAUCA,76,Programa Vivienda Gratuita Fase I,Asignados,2006,7,99642000.0,1160198,1059427,100771,Ejecutado,Departamental
VALLE DEL CAUCA,76,TUTELAS,Asignados,2020,1,6692777.0,1470514,1438396,32118,Ejecutado,Departamental
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2009,33,302884800.0,1204854,1116390,88464,Pendiente,Departamental
VALLE DEL CAUCA,76,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2018,1,23437260.0,1412075,1372515,39560,Pendiente,Departamental
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Asignados,2008,85,848370800.0,1189931,1096702,93229,Ejecutado,Departamental
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2011,3,20455800.0,1238837,1161259,77578,Pendiente,Departamental
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignados,2011,93,1479773000.0,1238837,1161259,77578,Ejecutado,Nacional
VALLE DEL CAUCA,76,Bolsa Saludable,Asignados,2010,238,946097600.0,1221186,1137969,83217,Ejecutado,Departamental
VALLE DEL CAUCA,76,VIPA,Perdida de ejecutoriedad de asignación de SFV,2017,2,41367300.0,1373981,1330278,43703,Pendiente,Departamental
VALLE DEL CAUCA,76,Programa Vivienda Gratuita Fase I,Asignados,2015,45,1921678236.0,1319568,1265698,53870,Ejecutado,Departamental
VALLE DEL CAUCA,76,Bolsa Ordinaria,Renuncias al subsidio,2005,2,16023000.0,1145019,1041529,103490,No ejecutado,Departamental
VALLE DEL CAUCA,76,Macroproyecto,Asignados,2011,248,2851081200.0,1238837,1161259,77578,Ejecutado,Departamental
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignados,2018,4,82030410.0,1412075,1372515,39560,Ejecutado,Nacional
VALLE DEL CAUCA,76,Bolsa Saludable,Apto con subsidio vencido,2010,5,19876000.0,1221186,1137969,83217,Pendiente,Departamental
VALLE DEL CAUCA,76,Bolsa unica Nacional,Apto con subsidio vencido,2008,4,34272000.0,1189931,1096702,93229,Pendiente,Departamental
VALLE DEL CAUCA,76,Bolsa Saludable,Restitucion de subsidios no aplicados,2008,3,11045167.0,1189931,1096702,93229,Pendiente,Departamental
VALLE DEL CAUCA,76,Ahorro Programado Contractual,Apto con subsidio vencido,2011,189,1974512436.0,1238837,1161259,77578,Pendiente,Departamental
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Asignados,2009,526,5478870300.0,1204854,1116390,88464,Ejecutado,Departamental
VALLE DEL CAUCA,76,Bolsa Única Mejoramiento,Asignados,2008,18,89146668.0,1189931,1096702,93229,Ejecutado,Departamental
VALLE DEL CAUCA,76,Casa Digna Vida Digna,Renuncias al subsidio,2021,1,9910924.0,1500358,1471231,29127,No ejecutado,Departamental
