Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Bolsa Desplazados,Asignados,2007,1,5421250.0,17346,16773,573,Ejecutado,Nacional
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Ahorro Programado Contractual,Apto con subsidio vencido,2012,2,23566400.0,18259,17886,373,Pendiente,Departamental
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Bolsa Ordinaria,Apto con subsidio vencido,2006,1,4387250.0,17190,16580,610,Pendiente,Departamental
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Bolsa Esfuerzo Territorial,Asignados,2013,157,1849962400.0,18519,18182,337,Ejecutado,Departamental
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Bolsa Ordinaria,Renuncias al subsidio,2006,7,30710750.0,17190,16580,610,No ejecutado,Departamental
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2013,13,153181600.0,18519,18182,337,Pendiente,Departamental
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Bolsa Ordinaria,Renuncias al subsidio,2005,7,34323500.0,17055,16411,644,No ejecutado,Departamental
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Bolsa Desplazados,Asignados,2004,1,4475000.0,16939,16263,676,Ejecutado,Nacional
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Bolsa Ordinaria,Asignados,2007,57,503809891.0,17346,16773,573,Ejecutado,Departamental
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,Bolsa Ordinaria,Apto con subsidio vencido,2007,1,9107174.0,17346,16773,573,Pendiente,Departamental
