Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas,Deficit Hogares,Categoria Estado,Cobertura
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2020,5,230142640.0,469420,452759,16661,Ejecutado,Departamental
TOLIMA,73,Bolsa Ordinaria,Renuncias al subsidio,2003,6,43171000.0,347917,323533,24384,No ejecutado,Departamental
TOLIMA,73,VIPA,Renuncias al subsidio,2017,2,41367300.0,442277,424184,18093,No ejecutado,Departamental
TOLIMA,73,Bolsa Desplazados,Asignados,2019,3,62108700.0,461537,444384,17153,Ejecutado,Nacional
TOLIMA,73,Bolsa Desastres Naturales,Asignados,2006,532,4558176000.0,362593,338761,23832,Ejecutado,Departamental
TOLIMA,73,Fenómeno de la Niña,Asignados,2016,148,3933457672.0,432002,413436,18566,Ejecutado,Departamental
TOLIMA,73,Bolsa Saludable,Apto con subsidio vencido,2009,7,26688942.0,378862,356271,22591,Pendiente,Departamental
TOLIMA,73,Bolsa Ordinaria,Asignados,2004,278,2088854000.0,352791,328507,24284,Ejecutado,Departamental
TOLIMA,73,Casa Digna Vida Digna,Asignados,2020,343,3303441932.0,469420,452759,16661,Ejecutado,Departamental
TOLIMA,73,MI CASA YA,Asignados,2024,2657,81835000000.0,501218,485965,15253,Ejecutado,Departamental
TOLIMA,73,Ahorro Programado Contractual,Apto con subsidio vencido,2011,28,271655627.0,391737,370236,21501,Pendiente,Departamental
TOLIMA,73,Bolsa Esfuerzo Territorial,Asignados,2019,4,49302900.0,461537,444384,17153,Ejecutado,Departamental
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2019,2,98542555.0,461537,444384,17153,Ejecutado,Departamental
TOLIMA,73,Bolsa Desplazados,Asignados,2012,4,64902000.0,398797,377892,20905,Ejecutado,Nacional
TOLIMA,73,Bolsa Ordinaria,Apto con subsidio vencido,2005,10,80016463.0,357700,333595,24105,Pendiente,Departamental
